x	y	method	rep
25.0	29614.141030671555	coal	r1
49.99867021276596	29503.3595077729	coal	r1
74.99734042553192	29392.991506662253	coal	r1
99.99601063829788	29283.035488123696	coal	r1
124.99468085106385	29173.489918640716	coal	r1
149.99335106382978	29064.353270375137	coal	r1
174.99202127659575	28955.62402114649	coal	r1
199.9906914893617	28847.300654411185	coal	r1
224.9893617021277	28739.38165924222	coal	r1
249.98803191489364	28631.865530308223	coal	r1
274.98670212765956	28524.750767853468	coal	r1
299.98537234042556	28418.035877677103	coal	r1
324.9840425531915	28311.719371113206	coal	r1
349.98271276595744	28205.799765010055	coal	r1
374.9813829787234	28100.27558171067	coal	r1
399.9800531914894	27995.145349032035	coal	r1
424.9787234042554	27890.407600245548	coal	r1
449.9773936170213	27786.060874056766	coal	r1
474.9760638297873	27682.10371458579	coal	r1
499.9747340425532	27578.53467134722	coal	r1
524.9734042553191	27475.352299230526	coal	r1
549.9720744680851	27372.555158480376	coal	r1
574.9707446808511	27270.141814677096	coal	r1
599.9694148936171	27168.110838716853	coal	r1
624.968085106383	27066.460806792747	coal	r1
649.966755319149	26965.1903003748	coal	r1
674.9654255319149	26864.297906191077	coal	r1
699.9640957446809	26763.78221620812	coal	r1
724.9627659574468	26663.641827612093	coal	r1
749.9614361702128	26563.875342789426	coal	r1
774.9601063829788	26464.4813693077	coal	r1
799.9587765957447	26365.45851989683	coal	r1
824.9574468085108	26266.805412430254	coal	r1
849.9561170212767	26168.520669905705	coal	r1
874.9547872340426	26070.6029204267	coal	r1
899.9534574468087	25973.0507971839	coal	r1
924.9521276595746	25875.862938436247	coal	r1
949.9507978723404	25779.03798749254	coal	r1
974.9494680851064	25682.574592692632	coal	r1
999.9481382978723	25586.471407389454	coal	r1
1024.9468085106382	25490.72708993022	coal	r1
1049.9454787234044	25395.34030363825	coal	r1
1074.9441489361702	25300.309716794814	coal	r1
1099.9428191489362	25205.634002620765	coal	r1
1124.9414893617022	25111.31183925851	coal	r1
1149.940159574468	25017.341909753955	coal	r1
1174.9388297872342	24923.72290203851	coal	r1
1199.9375	24830.453508911138	coal	r1
1224.936170212766	24737.532428020313	coal	r1
1249.934840425532	24644.958361846508	coal	r1
1274.933510638298	24552.730017684382	coal	r1
1299.9321808510638	24460.846107625002	coal	r1
1324.9308510638298	24369.30534853826	coal	r1
1349.9295212765958	24278.106462055395	coal	r1
1374.9281914893618	24187.248174551412	coal	r1
1399.9268617021278	24096.729217127624	coal	r1
1424.9255319148936	24006.54832559436	coal	r1
1449.9242021276596	23916.704240453742	coal	r1
1474.9228723404256	23827.195706882314	coal	r1
1499.9215425531916	23738.021474713896	coal	r1
1524.9202127659576	23649.18029842249	coal	r1
1549.9188829787236	23560.670937105206	coal	r1
1574.9175531914893	23472.492154465202	coal	r1
1599.9162234042553	23384.642718794923	coal	r1
1624.9148936170216	23297.121402959023	coal	r1
1649.913563829787	23209.926984377704	coal	r1
1674.9122340425533	23123.058245009895	coal	r1
1699.9109042553193	23036.513971336593	coal	r1
1724.909574468085	22950.292954344233	coal	r1
