x	y	method	rep
0.1	544200.0	coal	r1
0.1	544200.0	census	r1
221.32112112112114	544200.0	coal	r1
221.32112112112114	544200.0	census	r1
442.5422422422423	544200.0	coal	r1
442.5422422422423	544200.0	census	r1
663.7633633633634	544200.0	coal	r1
663.7633633633634	544200.0	census	r1
884.9844844844846	544200.0	coal	r1
884.9844844844846	544200.0	census	r1
1106.2056056056058	544200.0	coal	r1
1106.2056056056058	544200.0	census	r1
1327.4267267267269	544200.0	coal	r1
1327.4267267267269	544200.0	census	r1
1548.647847847848	544200.0	coal	r1
1548.647847847848	544200.0	census	r1
1769.868968968969	544200.0	coal	r1
1769.868968968969	544200.0	census	r1
1991.0900900900904	544200.0	coal	r1
1991.0900900900904	544200.0	census	r1
2212.3112112112117	544200.0	coal	r1
2212.3112112112117	544200.0	census	r1
2433.5323323323328	544200.0	coal	r1
2433.5323323323328	544200.0	census	r1
2654.7534534534534	544200.0	coal	r1
2654.7534534534534	544200.0	census	r1
2875.974574574575	544200.0	coal	r1
2875.974574574575	544200.0	census	r1
3097.195695695696	544200.0	coal	r1
3097.195695695696	544200.0	census	r1
3318.4168168168176	544200.0	coal	r1
3318.4168168168176	544200.0	census	r1
3539.637937937938	544200.0	coal	r1
3539.637937937938	544200.0	census	r1
3760.8590590590593	544200.0	coal	r1
3760.8590590590593	544200.0	census	r1
3982.080180180181	544200.0	coal	r1
3982.080180180181	544200.0	census	r1
4203.3013013013015	544200.0	coal	r1
4203.3013013013015	544200.0	census	r1
4424.522422422423	544200.0	coal	r1
4424.522422422423	544200.0	census	r1
4645.743543543544	544200.0	coal	r1
4645.743543543544	544200.0	census	r1
4866.964664664665	544200.0	coal	r1
4866.964664664665	544200.0	census	r1
5088.185785785787	544200.0	coal	r1
5088.185785785787	544200.0	census	r1
5309.406906906907	544200.0	coal	r1
5309.406906906907	544200.0	census	r1
5530.628028028029	544200.0	coal	r1
5530.628028028029	544200.0	census	r1
5751.8491491491495	544200.0	coal	r1
5751.8491491491495	544200.0	census	r1
5973.070270270271	544200.0	coal	r1
5973.070270270271	544200.0	census	r1
6194.291391391392	544200.0	coal	r1
6194.291391391392	544200.0	census	r1
6415.512512512513	544200.0	coal	r1
6415.512512512513	544200.0	census	r1
6636.733633633635	544200.0000000001	coal	r1
6636.733633633635	544200.0	census	r1
6857.954754754755	544200.0	coal	r1
6857.954754754755	544200.0	census	r1
7079.175875875877	544200.0	coal	r1
7079.175875875877	544200.0	census	r1
7300.396996996998	544200.0000000001	coal	r1
7300.396996996998	544200.0	census	r1
7521.618118118118	544200.0	coal	r1
7521.618118118118	544200.0	census	r1
7742.839239239241	544200.0	coal	r1
7742.839239239241	544200.0	census	r1
7964.060360360361	544200.0	coal	r1
7964.060360360361	544200.0	census	r1
8185.281481481482	544200.0	coal	r1
8185.281481481482	544200.0	census	r1
8406.502602602603	544200.0	coal	r1
8406.502602602603	544200.0	census	r1
8627.723723723726	544200.0	coal	r1
8627.723723723726	544200.0	census	r1
8848.944844844846	544200.0	coal	r1
8848.944844844846	544200.0	census	r1
9070.165965965967	544200.0	coal	r1
9070.165965965967	544200.0	census	r1
9291.387087087087	544200.0	coal	r1
9291.387087087087	544200.0	census	r1
9512.608208208208	544200.0	coal	r1
9512.608208208208	544200.0	census	r1
9733.82932932933	544200.0	coal	r1
9733.82932932933	544200.0	census	r1
9955.050450450452	544200.0	coal	r1
9955.050450450452	544200.0	census	r1
10176.271571571573	544200.0	coal	r1
10176.271571571573	544200.0	census	r1
10397.492692692693	544200.0	coal	r1
10397.492692692693	544200.0	census	r1
10618.713813813814	544200.0	coal	r1
10618.713813813814	544200.0	census	r1
10839.934934934936	544200.0	coal	r1
10839.934934934936	544200.0	census	r1
11061.156056056057	544200.0	coal	r1
11061.156056056057	544200.0	census	r1
11282.377177177179	544200.0	coal	r1
11282.377177177179	544200.0	census	r1
11503.598298298299	544200.0	coal	r1
11503.598298298299	544200.0	census	r1
11724.819419419422	544200.0	coal	r1
11724.819419419422	544200.0	census	r1
11946.040540540542	544200.0	coal	r1
11946.040540540542	544200.0	census	r1
12167.261661661663	544200.0	coal	r1
12167.261661661663	544200.0	census	r1
12388.482782782783	544200.0000000001	coal	r1
12388.482782782783	544200.0	census	r1
12609.703903903905	544200.0	coal	r1
12609.703903903905	544200.0	census	r1
12830.925025025026	544200.0	coal	r1
12830.925025025026	544200.0	census	r1
13052.146146146148	544200.0	coal	r1
13052.146146146148	544200.0	census	r1
13273.36726726727	544200.0	coal	r1
13273.36726726727	544200.0	census	r1
13494.588388388389	544200.0	coal	r1
13494.588388388389	544200.0	census	r1
13715.809509509512	544200.0	coal	r1
13715.809509509512	544200.0	census	r1
13937.03063063063	544200.0	coal	r1
13937.03063063063	544200.0	census	r1
14158.251751751754	544200.0	coal	r1
14158.251751751754	544200.0	census	r1
14379.472872872875	544200.0	coal	r1
14379.472872872875	544200.0	census	r1
14600.693993993995	544200.0	coal	r1
14600.693993993995	544200.0	census	r1
14821.915115115116	544200.0	coal	r1
14821.915115115116	544200.0	census	r1
15043.136236236236	544200.0	coal	r1
15043.136236236236	544200.0	census	r1
15264.35735735736	544200.0	coal	r1
15264.35735735736	544200.0	census	r1
15485.578478478481	544200.0	coal	r1
15485.578478478481	544200.0	census	r1
15706.7995995996	544200.0	coal	r1
15706.7995995996	544200.0	census	r1
15928.020720720722	544200.0	coal	r1
15928.020720720722	544200.0	census	r1
16149.241841841842	544200.0	coal	r1
16149.241841841842	544200.0	census	r1
16370.462962962964	544200.0	coal	r1
16370.462962962964	544200.0	census	r1
16591.684084084085	544200.0	coal	r1
16591.684084084085	544200.0	census	r1
16812.905205205207	544200.0	coal	r1
16812.905205205207	544200.0	census	r1
17034.126326326328	544200.0	coal	r1
17034.126326326328	544200.0	census	r1
17255.34744744745	544200.0	coal	r1
17255.34744744745	544200.0	census	r1
17476.56856856857	544200.0	coal	r1
